datetime,open,high,low,close,volume
2026-07-14 03:45:00,24092.75,24156.4,24050.55,24140.9,0
2026-07-14 04:00:00,24140.6,24147.35,24079.7,24100.0,0
2026-07-14 04:15:00,24101.85,24101.85,24062.45,24076.7,0
2026-07-14 04:30:00,24077.55,24097.3,24068.45,24085.15,0
2026-07-14 04:45:00,24086.65,24089.0,24038.6,24086.55,0
2026-07-14 05:00:00,24087.55,24109.95,24077.35,24100.5,0
2026-07-14 05:15:00,24102.05,24131.05,24091.75,24121.3,0
2026-07-14 05:30:00,24122.4,24146.35,24119.15,24139.2,0
2026-07-14 05:45:00,24141.2,24145.4,24120.3,24141.15,0
2026-07-14 06:00:00,24142.2,24142.2,24096.05,24105.0,0
2026-07-14 06:15:00,24106.15,24126.95,24093.25,24102.2,0
2026-07-14 06:30:00,24103.0,24116.25,24085.45,24091.9,0
2026-07-14 06:45:00,24093.35,24093.35,24054.85,24059.6,0
2026-07-14 07:00:00,24061.75,24083.25,24057.5,24079.15,0
2026-07-14 07:15:00,24080.1,24097.0,24070.2,24078.0,0
2026-07-14 07:30:00,24080.2,24092.75,24063.65,24081.45,0
2026-07-14 07:45:00,24082.95,24097.35,24070.4,24093.3,0
2026-07-14 08:00:00,24093.3,24093.95,24038.55,24052.15,0
2026-07-14 08:15:00,24053.2,24073.25,24051.85,24065.05,0
2026-07-14 08:30:00,24065.4,24071.55,24048.6,24064.45,0
2026-07-14 08:45:00,24066.3,24068.95,24040.3,24046.4,0
2026-07-14 09:00:00,24048.15,24066.3,24042.0,24051.2,0
2026-07-14 09:15:00,24053.0,24053.0,24023.9,24040.55,0
2026-07-14 09:30:00,24041.55,24075.0,24041.55,24052.05,0
2026-07-14 09:45:00,24052.5,24057.05,24027.45,24035.15,0
2026-07-15 03:45:00,24082.45,24211.7,24074.7,24195.7,0
2026-07-15 04:00:00,24196.5,24217.85,24187.7,24195.1,0
2026-07-15 04:15:00,24195.9,24207.4,24184.1,24184.95,0
2026-07-15 04:30:00,24185.0,24203.55,24173.5,24202.3,0
2026-07-15 04:45:00,24202.2,24220.05,24200.4,24204.95,0
2026-07-15 05:00:00,24205.8,24212.65,24190.6,24207.75,0
2026-07-15 05:15:00,24207.45,24210.05,24184.1,24185.0,0
2026-07-15 05:30:00,24184.6,24198.3,24171.0,24172.85,0
2026-07-15 05:45:00,24173.6,24206.15,24172.15,24202.65,0
2026-07-15 06:00:00,24202.45,24214.65,24173.35,24174.4,0
2026-07-15 06:15:00,24174.2,24189.45,24166.8,24180.8,0
2026-07-15 06:30:00,24181.9,24191.75,24175.0,24191.05,0
2026-07-15 06:45:00,24193.4,24194.35,24168.45,24168.45,0
2026-07-15 07:00:00,24168.4,24174.2,24143.15,24160.1,0
2026-07-15 07:15:00,24160.15,24162.7,24010.95,24054.0,0
2026-07-15 07:30:00,24053.4,24077.7,24039.3,24054.4,0
2026-07-15 07:45:00,24053.7,24087.45,24046.75,24074.95,0
2026-07-15 08:00:00,24075.0,24076.65,24048.5,24061.6,0
2026-07-15 08:15:00,24061.3,24080.3,24044.85,24078.35,0
2026-07-15 08:30:00,24077.9,24098.8,24069.4,24086.45,0
2026-07-15 08:45:00,24086.35,24100.85,24066.65,24077.65,0
2026-07-15 09:00:00,24077.95,24107.05,24072.1,24101.5,0
2026-07-15 09:15:00,24099.85,24105.75,24066.2,24067.85,0
2026-07-15 09:30:00,24067.15,24091.6,24061.05,24077.75,0
2026-07-15 09:45:00,24076.1,24091.3,24069.8,24073.45,0
2026-07-16 03:45:00,24140.7,24166.75,24118.65,24127.5,0
2026-07-16 04:00:00,24129.25,24141.7,24097.3,24140.85,0
2026-07-16 04:15:00,24141.6,24145.75,24111.65,24128.1,0
2026-07-16 04:30:00,24128.15,24141.0,24114.8,24126.45,0
2026-07-16 04:45:00,24128.4,24140.4,24107.45,24123.5,0
2026-07-16 05:00:00,24124.4,24126.75,24109.55,24126.55,0
2026-07-16 05:15:00,24127.45,24169.2,24123.95,24168.6,0
2026-07-16 05:30:00,24170.65,24186.0,24156.45,24157.9,0
2026-07-16 05:45:00,24159.1,24163.5,24142.1,24146.35,0
2026-07-16 06:00:00,24148.95,24166.8,24143.55,24149.5,0
2026-07-16 06:15:00,24151.55,24155.4,24139.0,24151.0,0
2026-07-16 06:30:00,24153.05,24154.05,24132.45,24133.9,0
2026-07-16 06:45:00,24136.3,24163.45,24131.95,24159.6,0
2026-07-16 07:00:00,24160.65,24160.65,24126.35,24130.4,0
2026-07-16 07:15:00,24133.1,24136.25,24120.25,24124.3,0
2026-07-16 07:30:00,24124.55,24130.75,24110.5,24120.6,0
2026-07-16 07:45:00,24120.95,24122.2,24102.7,24105.8,0
2026-07-16 08:00:00,24107.4,24107.4,24053.2,24053.5,0
2026-07-16 08:15:00,24055.5,24097.15,24051.75,24096.2,0
2026-07-16 08:30:00,24096.4,24101.6,24085.35,24091.55,0
2026-07-16 08:45:00,24094.15,24111.9,24079.7,24085.85,0
2026-07-16 09:00:00,24089.05,24101.95,24083.25,24096.0,0
2026-07-16 09:15:00,24099.55,24124.1,24091.7,24111.65,0
2026-07-16 09:30:00,24114.45,24126.55,24065.95,24071.1,0
2026-07-16 09:45:00,24071.15,24090.15,24050.45,24081.1,0
2026-07-17 03:45:00,24127.6,24211.4,24100.9,24211.3,0
2026-07-17 04:00:00,24210.0,24231.45,24193.2,24230.4,0
2026-07-17 04:15:00,24231.3,24246.15,24217.35,24228.5,0
2026-07-17 04:30:00,24228.85,24248.95,24210.25,24239.35,0
2026-07-17 04:45:00,24239.85,24281.7,24238.2,24281.35,0
2026-07-17 05:00:00,24281.55,24288.35,24244.2,24259.3,0
2026-07-17 05:15:00,24259.1,24262.75,24245.05,24257.05,0
2026-07-17 05:30:00,24257.0,24264.15,24230.9,24235.9,0
2026-07-17 05:45:00,24235.7,24250.9,24232.65,24244.4,0
2026-07-17 06:00:00,24243.0,24269.0,24241.0,24267.25,0
2026-07-17 06:15:00,24267.2,24283.2,24264.9,24277.15,0
2026-07-17 06:30:00,24277.85,24279.95,24260.7,24276.75,0
2026-07-17 06:45:00,24276.55,24286.35,24267.35,24277.55,0
2026-07-17 07:00:00,24277.65,24284.6,24259.75,24277.05,0
2026-07-17 07:15:00,24277.05,24297.3,24270.7,24283.35,0
2026-07-17 07:30:00,24283.3,24287.45,24275.95,24282.75,0
2026-07-17 07:45:00,24282.55,24283.6,24257.4,24268.05,0
2026-07-17 08:00:00,24267.3,24276.45,24245.9,24254.3,0
2026-07-17 08:15:00,24254.25,24255.25,24213.45,24249.95,0
2026-07-17 08:30:00,24250.1,24284.45,24241.8,24281.6,0
2026-07-17 08:45:00,24280.55,24367.15,24280.55,24288.65,0
2026-07-17 09:00:00,24287.4,24321.05,24286.85,24318.25,0
2026-07-17 09:15:00,24317.65,24334.8,24311.7,24312.1,0
2026-07-17 09:30:00,24311.75,24338.25,24311.2,24329.35,0
2026-07-17 09:45:00,24328.75,24352.65,24320.3,24343.65,0
2026-07-20 03:45:00,24190.05,24261.6,24170.95,24191.7,0
2026-07-20 04:00:00,24191.9,24193.05,24159.6,24171.45,0
2026-07-20 04:15:00,24170.6,24198.5,24157.5,24190.25,0
2026-07-20 04:30:00,24191.25,24219.4,24179.8,24209.95,0
2026-07-20 04:45:00,24210.4,24232.35,24207.35,24230.25,0
2026-07-20 05:00:00,24229.9,24239.2,24213.55,24218.45,0
2026-07-20 05:15:00,24218.4,24232.4,24216.55,24228.65,0
2026-07-20 05:30:00,24228.6,24234.9,24211.05,24214.6,0
2026-07-20 05:45:00,24215.45,24224.8,24203.05,24209.9,0
2026-07-20 06:00:00,24210.05,24215.45,24194.95,24196.0,0
2026-07-20 06:15:00,24196.45,24197.15,24177.0,24189.5,0
2026-07-20 06:30:00,24189.6,24192.45,24174.25,24187.7,0
2026-07-20 06:45:00,24187.7,24199.9,24168.2,24171.7,0
2026-07-20 07:00:00,24172.0,24182.3,24156.05,24157.2,0
2026-07-20 07:15:00,24157.4,24190.3,24136.25,24186.8,0
2026-07-20 07:30:00,24186.7,24226.0,24175.8,24225.0,0
2026-07-20 07:45:00,24224.75,24246.35,24212.4,24243.3,0
2026-07-20 08:00:00,24243.2,24250.05,24227.5,24228.8,0
2026-07-20 08:15:00,24228.25,24257.9,24227.15,24254.65,0
2026-07-20 08:30:00,24254.5,24265.55,24248.25,24250.9,0
2026-07-20 08:45:00,24250.55,24259.1,24241.05,24254.75,0
2026-07-20 09:00:00,24254.8,24256.55,24224.75,24237.1,0
2026-07-20 09:15:00,24237.1,24251.0,24230.1,24230.7,0
2026-07-20 09:30:00,24233.6,24246.5,24228.4,24238.15,0
2026-07-20 09:45:00,24240.15,24248.45,24233.35,24239.5,0
2026-07-21 03:45:00,24216.05,24262.2,24206.85,24247.4,0
2026-07-21 04:00:00,24247.75,24255.8,24217.35,24236.25,0
2026-07-21 04:15:00,24236.95,24240.9,24216.9,24229.95,0
2026-07-21 04:30:00,24229.4,24233.6,24211.75,24212.9,0
2026-07-21 04:45:00,24212.3,24214.7,24186.65,24199.5,0
2026-07-21 05:00:00,24199.6,24202.4,24174.4,24188.95,0
2026-07-21 05:15:00,24187.8,24189.05,24163.9,24185.1,0
2026-07-21 05:30:00,24185.15,24196.6,24180.75,24186.4,0
2026-07-21 05:45:00,24186.5,24188.7,24166.65,24173.3,0
2026-07-21 06:00:00,24173.05,24188.1,24159.65,24161.25,0
2026-07-21 06:15:00,24161.65,24175.2,24158.35,24169.85,0
2026-07-21 06:30:00,24169.3,24183.7,24168.45,24173.1,0
2026-07-21 06:45:00,24173.65,24182.7,24169.85,24172.1,0
2026-07-21 07:00:00,24171.95,24190.5,24167.7,24172.55,0
2026-07-21 07:15:00,24172.8,24177.3,24148.9,24151.7,0
2026-07-21 07:30:00,24151.05,24159.1,24135.9,24151.75,0
2026-07-21 07:45:00,24151.55,24174.1,24148.4,24172.1,0
2026-07-21 08:00:00,24171.85,24195.3,24170.45,24190.5,0
2026-07-21 08:15:00,24190.45,24192.5,24158.45,24163.45,0
